831 2533
272 365 830
4 421 328
515 268 51
394 299 8
630 713 905
647 461 534
789 829 73
232 104 841
728 441 237
631 477 455
290 402 406
468 86 31
724 682 990
124 512 736
805 717 1
469 348 53
557 474 953
412 823 208
191 413 407
673 376 373
335 377 430
818 184 933
729 441 110
713 638 909
86 262 982
707 140 869
295 481 843
443 532 781
154 22 1
336 623 233
60 108 137
337 212 138
279 48 807
141 540 423
641 226 386
410 17 747
130 513 621
672 225 281
314 146 731
532 412 1000
814 314 65
686 487 444
623 690 932
672 427 657
702 706 247
352 417 707
446 790 605
141 126 844
558 40 298
366 810 575
763 221 678
728 776 792
563 357 501
538 775 329
332 127 108
435 528 3
159 471 231
258 159 270
571 252 24
82 80 238
126 470 429
342 22 691
406 444 234
624 415 802
393 437 663
758 10 707
51 368 579
396 691 751
283 8 216
30 650 67
228 139 588
765 820 669
660 668 403
643 667 965
416 496 383
533 802 287
626 571 694
326 514 856
228 737 108
470 438 38
649 823 580
782 262 109
78 315 78
224 335 482
374 828 743
541 703 408
718 368 340
814 76 763
826 572 97
301 797 807
530 671 253
548 331 202
431 340 667
209 565 532
610 261 45
346 656 203
169 88 937
116 209 683
540 792 634
246 8 957
460 812 678
756 141 944
328 427 693
346 572 319
591 813 595
808 9 731
551 107 733
395 132 782
78 451 599
281 48 385
254 580 574
700 53 850
543 171 903
753 583 548
236 276 266
378 650 144
318 587 541
559 304 200
143 200 159
251 697 649
37 459 783
678 283 720
487 629 246
680 318 631
668 384 195
495 20 38
169 535 686
182 621 168
531 402 503
47 441 518
193 262 673
122 52 911
105 630 849
591 52 184
761 448 660
256 686 729
323 725 234
707 253 449
624 755 577
503 60 178
321 449 567
512 319 839
286 137 299
730 507 377
541 454 527
664 573 265
244 533 657
118 445 702
303 441 799
655 142 573
461 233 166
304 616 265
775 88 162
750 474 880
635 770 191
538 169 305
180 178 797
534 801 349
238 700 248
331 132 229
412 753 812
339 685 330
157 579 852
669 141 122
101 555 359
792 202 239
122 130 955
102 211 491
589 125 426
119 807 510
230 730 910
386 749 266
221 271 576
305 454 824
785 313 427
530 604 620
485 87 861
747 583 868
201 772 433
552 755 65
201 48 408
813 137 714
209 629 461
505 757 346
266 71 405
149 373 994
348 431 55
19 2 659
433 1 677
677 571 257
773 818 837
284 316 585
646 361 463
94 236 54
658 259 830
242 22 222
620 722 106
699 82 601
664 331 667
529 626 288
401 542 169
44 443 573
