935 2814
87 890 796
378 154 317
448 786 720
697 427 602
486 450 201
426 421 328
931 813 676
693 907 498
11 619 226
613 192 349
747 622 305
343 376 965
916 82 349
239 11 754
411 312 724
333 126 795
891 336 113
239 413 599
704 366 409
328 458 304
465 252 414
811 652 446
185 627 827
317 547 716
515 441 82
458 640 943
557 341 664
452 415 981
490 878 671
490 371 735
879 190 104
81 359 981
654 501 458
589 872 910
35 880 655
249 514 439
618 173 170
357 378 151
83 478 205
67 12 391
35 575 8
15 872 703
221 833 940
643 197 587
502 239 606
98 261 374
371 200 508
625 456 771
674 675 851
767 295 601
641 561 989
666 479 253
494 672 137
388 169 882
569 597 809
344 17 931
204 474 815
763 328 532
1 286 375
289 805 311
287 751 136
479 791 762
567 618 820
404 169 652
798 747 406
858 31 701
455 678 742
488 667 291
411 80 914
591 910 428
926 450 253
731 899 217
362 893 999
924 389 332
249 74 659
614 841 786
227 466 221
849 616 910
43 520 547
103 348 504
885 907 562
884 436 671
911 730 985
873 342 988
610 50 178
526 559 923
540 383 983
195 451 173
893 108 648
519 473 453
439 25 78
502 461 630
38 156 165
844 867 905
138 649 215
142 530 14
258 336 485
270 224 402
301 75 234
489 38 868
934 532 382
752 212 464
11 496 292
124 188 238
641 123 405
674 51 891
523 344 373
461 262 66
30 224 121
729 349 761
101 205 412
165 362 814
278 330 534
802 369 958
544 362 431
444 355 562
871 811 799
106 84 384
216 153 768
21 141 637
563 823 190
857 201 184
45 679 261
342 2 519
393 278 339
572 695 582
468 758 688
900 377 724
591 795 210
336 300 245
222 389 2
823 709 734
537 417 361
599 43 934
308 701 201
925 438 245
359 669 858
163 222 7
212 568 190
589 332 509
702 504 852
507 835 964
338 160 661
638 105 311
397 905 277
501 239 624
702 817 634
288 605 978
754 460 268
868 414 75
814 539 385
65 200 882
642 621 709
179 771 436
75 368 389
871 535 781
316 859 845
496 675 179
193 752 436
747 335 212
726 491 109
734 366 57
808 144 518
4 225 321
690 891 361
181 92 813
755 448 494
745 558 630
147 763 498
95 243 135
690 425 225
110 24 911
933 468 495
179 511 921
147 684 686
584 276 717
590 200 693
836 651 710
438 13 256
426 456 287
830 42 841
183 509 58
492 791 870
726 82 436
671 530 215
72 149 18
576 835 619
376 849 313
672 531 322
396 484 483
332 846 396
660 497 494
752 121 241
541 65 626
25 642 662
622 113 863
66 36 397
925 566 195
649 399 315
231 46 773
386 253 316
243 461 920
390 344 651
685 560 271
742 376 85
873 582 249
42 358 214
919 803 567
843 470 465
162 889 672
124 168 689
355 248 621
891 900 368
82 558 718
466 765 717
108 814 325
677 592 877
106 103 905
318 723 144
497 360 229
747 363 15
482 566 738
355 60 36
785 716 27
541 833 31
679 217 796
737 618 948
397 349 920
12 630 952
387 561 960
540 182 372
548 226 209
425 826 442
389 852 172
87 839 341
928 803 163
750 45 463
677 66 914
12 519 941
485 420 222
83 663 138
885 463 988
335 160 388
706 39 840
776 201 71
351 862 132
45 599 596
682 238 438
713 826 656
349 878 276
722 198 276
112 828 690
266 86 183
737 377 938
308 494 767
77 606 525
706 273 989
152 75 136
82 549 909
1 529 876
350 147 780
879 774 678
628 617 588
295 332 999
531 692 424
234 335 23
537 585 694
255 567 433
675 476 188
780 12 264
169 374 81
160 217 540
516 794 439
626 264 516
279 826 94
404 796 492
925 201 769
702 862 475
212 419 660
383 30 938
746 111 631
166 496 768
97 213 279
84 788 887
796 901 423
562 452 831
2 623 896
16 544 707
276 84 845
912 125 954
282 475 649
838 164 295
461 662 64
604 759 677
918 641 529
778 678 723
90 91 580
812 643 856
877 727 133
206 605 698
27 742 706
919 39 435
646 121 435
799 506 195
218 294 228
350 870 897
352 400 158
306 109 316
781 405 899
524 324 298
518 503 597
470 178 784
244 614 130
39 55 275
668 813 913
413 278 391
279 679 767
302 164 40
306 728 638
367 19 194
926 563 476
8 567 955
426 651 435
29 300 384
53 205 816
233 641 822
644 359 414
602 169 239
744 208 926
554 76 897
712 334 256
14 597 861
290 600 66
513 84 778
658 389 793
105 89 228
907 235 728
587 544 376
894 438 173
368 831 615
620 532 602
129 261 206
690 621 963
151 596 839
305 571 809
532 290 584
893 616 70
587 138 796
258 724 968
44 675 505
50 87 570
245 487 856
858 499 170
456 6 64
927 285 534
582 75 545
843 896 656
304 451 101
298 620 811
605 304 41
130 825 5
676 398 79
212 241 850
914 214 474
239 686 819
681 296 247
2 400 479
466 350 262
538 81 99
880 315 801
582 95 58
90 752 675
900 22 737
40 696 688
304 909 29
230 229 861
826 694 686
153 510 296
777 267 981
348 438 96
801 143 463
630 741 788
857 894 269
890 817 62
768 472 134
899 637 15
784 537 306
334 595 441
786 329 438
644 742 607
848 201 341
908 841 775
853 6 989
323 168 481
630 578 160
679 383 397
784 144 380
525 300 923
758 625 532
257 790 214
909 789 678
6 747 315
558 280 736
391 38 714
176 215 363
644 932 144
501 138 730
267 354 471
322 622 790
920 605 843
79 770 812
147 752 963
512 591 448
907 328 324
182 403 499
657 468 457
296 140 325
137 467 604
622 771 113
226 202 347
641 840 756
293 659 679
107 838 158
751 306 801
143 516 229
906 208 662
184 392 461
430 68 682
473 248 568
322 571 196
307 519 2
10 858 519
391 103 719
376 15 931
872 475 369
850 808 208
654 700 814
672 207 702
92 227 33
778 697 968
718 226 779
641 193 526
183 513 213
155 880 333
514 871 772
96 652 686
438 245 887
89 62 908
138 813 25
428 284 146
352 699 759
66 294 942
537 308 662
716 288 484
407 517 258
342 856 741
306 836 996
79 415 632
696 802 56
92 451 84
649 359 354
903 56 914
1 656 247
508 97 680
253 190 638
620 343 35
509 344 700
442 322 577
684 605 816
933 431 16
933 894 185
406 535 291
568 496 583
788 698 947
155 657 68
689 495 409
339 624 877
211 390 929
495 287 378
816 792 716
147 282 837
773 426 728
878 599 289
